,Authors,Year,Title,pmid,url,Abstract,Identifier,Bayesian,Randomisation objective,Notes,acronym
215,"Naveen Poonai , Kamary Coriolano , Terry Klassen , Anna Heath , Maryna Yaskina , Darcy Beer , Scott Sawyer , Maala Bhatt , April Kam , Quynh Doan , Vikram Sabhaney , Martin Offringa , Petros Pechlivanoglou , Serena Hickes , Samina Ali ; KidsCAN PERC iPCT-SPOR (Innovative Paediatric Clinical Trials – Strategy for Patient Oriented Research) Ketodex Study Team",2020 Dec 10;10(12):e041319.,Adaptive randomised controlled non-inferiority multicentre trial (the Ketodex Trial) on intranasal dexmedetomidine plus ketamine for procedural sedation in children: study protocol,33303457,https://pubmed.ncbi.nlm.nih.gov/33303457,"Abstract Introduction: Up to 40% of orthopaedic injuries in children require a closed reduction, almost always necessitating procedural sedation. Intravenous ketamine is the most commonly used sedative agent. However, intravenous insertion is painful and can be technically difficult in children. We hypothesise that a combination of intranasal dexmedetomidine plus intranasal ketamine (Ketodex) will be non-inferior to intravenous ketamine for effective sedation in children undergoing a closed reduction. Methods and analysis: This is a six-centre, four-arm, adaptive, randomised, blinded, controlled, non-inferiority trial. We will include children 4-17 years with a simple upper limb fracture or dislocation that requires sedation for a closed reduction. Participants will be randomised to receive either intranasal Ketodex (one of three dexmedetomidine and ketamine combinations) or intravenous ketamine. The primary outcome is adequate sedation as measured using the Paediatric Sedation State Scale. Secondary outcomes include length of stay, time to wakening and adverse effects. The results of both per protocol and intention-to-treat analyses will be reported for the primary outcome. All inferential analyses will be undertaken using a response-adaptive Bayesian design. Logistic regression will be used to model the dose-response relationship for the combinations of intranasal Ketodex. Using the Average Length Criterion for Bayesian sample size estimation, a survey-informed non-inferiority margin of 17.8% and priors from historical data, a sample size of 410 participants will be required. Simulations estimate a type II error rate of 0.08 and a type I error rate of 0.047. Ethics and dissemination: Ethics approval was obtained from Clinical Trials Ontario for London Health Sciences Centre and McMaster Research Ethics Board. Other sites have yet to receive approval from their institutions. Informed consent will be obtained from guardians of all participants in addition to assent from participants. Study data will be submitted for publication regardless of results. Trial registration number: NCT0419525. Keywords: paediatric A&E and ambulatory care; paediatric anaesthesia; pain management.",NCT0419525.,Y,,,
216,"Diego J Arévalo-Ayala , Joan Real , Santi Mañosa , Joan Aymerich , Carles Durà , Antonio Hernández-Matías",2023 Nov 15;13(22):3529.,Age-Specific Demographic Response of a Long-Lived Scavenger Species to Reduction of Organic Matter in a Landfill,38003146,https://pubmed.ncbi.nlm.nih.gov/38003146,"Abstract Food availability shapes demographic parameters and population dynamics. Certain species have adapted to predictable anthropogenic food resources like landfills. However, abrupt shifts in food availability can negatively impact such populations. While changes in survival are expected, the age-related effects remain poorly understood, particularly in long-lived scavenger species. We investigated the age-specific demographic response of a Griffon vulture (Gyps fulvus) population to a reduction in organic matter in a landfill and analyzed apparent survival and the probability of transience after initial capture using a Bayesian Cormack-Jolly-Seber model on data from 2012-2022. The proportion of transients among newly captured immatures and adults increased after the reduction in food. Juvenile apparent survival declined, increased in immature residents, and decreased in adult residents. These results suggest that there was a greater likelihood of permanent emigration due to intensified intraspecific competition following the reduction in food. Interestingly, resident immatures showed the opposite trend, suggesting the persistence of high-quality individuals despite the food scarcity. Although the reasons behind the reduced apparent survival of resident adults in the final four years of the study remain unclear, non-natural mortality potentially plays a part. In Europe landfill closure regulations are being implemented and pose a threat to avian scavenger populations, which underlines the need for research on food scarcity scenarios and proper conservation measures. Keywords: Bayesian hierarchical model; Bayesian mark-recapture survival analysis; Cormack-Jolly-Seber model; Gyps fulvus; apparent survival; individual random effect; permanent emigration; predictable anthropogenic food subsidies; vulture conservation.",,Y,,,
217,"Gang Chen , Srikanth Padmala , Yi Chen , Paul A Taylor , Robert W Cox , Luiz Pessoa",2021 Jan 15:225:117496.,To pool or not to pool: Can we ignore cross-trial variability in FMRI?,33181352,https://pubmed.ncbi.nlm.nih.gov/33181352,"Abstract In this work, we investigate the importance of explicitly accounting for cross-trial variability in neuroimaging data analysis. To attempt to obtain reliable estimates in a task-based experiment, each condition is usually repeated across many trials. The investigator may be interested in (a) condition-level effects, (b) trial-level effects, or (c) the association of trial-level effects with the corresponding behavior data. The typical strategy for condition-level modeling is to create one regressor per condition at the subject level with the underlying assumption that responses do not change across trials. In this methodology of complete pooling, all cross-trial variability is ignored and dismissed as random noise that is swept under the rug of model residuals. Unfortunately, this framework invalidates the generalizability from the confine of specific trials (e.g., particular faces) to the associated stimulus category (""face""), and may inflate the statistical evidence when the trial sample size is not large enough. Here we propose an adaptive and computationally tractable framework that meshes well with the current two-level pipeline and explicitly accounts for trial-by-trial variability. The trial-level effects are first estimated per subject through no pooling. To allow generalizing beyond the particular stimulus set employed, the cross-trial variability is modeled at the population level through partial pooling in a multilevel model, which permits accurate effect estimation and characterization. Alternatively, trial-level estimates can be used to investigate, for example, brain-behavior associations or correlations between brain regions. Furthermore, our approach allows appropriate accounting for serial correlation, handling outliers, adapting to data skew, and capturing nonlinear brain-behavior relationships. By applying a Bayesian multilevel model framework at the level of regions of interest to an experimental dataset, we show how multiple testing can be addressed and full results reported without arbitrary dichotomization. Our approach revealed important differences compared to the conventional method at the condition level, including how the latter can distort effect magnitude and precision. Notably, in some cases our approach led to increased statistical sensitivity. In summary, our proposed framework provides an effective strategy to capture trial-by-trial responses that should be of interest to a wide community of experimentalists.",,Y,,,
218,"Claudia Massaccesi , Sebastian Korb , Matthaeus Willeit , Boris B Quednow , Giorgia Silani",2022 Aug:142:105801.,Effects of the mu-opioid receptor agonist morphine on facial mimicry and emotion recognition,35609510,https://pubmed.ncbi.nlm.nih.gov/35609510,"Abstract Facial mimicry and emotion recognition are two socio-cognitive abilities involved in adaptive socio-emotional behavior, promoting affiliation and the establishment of social bonds. The mu-opioid receptor (MOR) system plays a key role in affiliation and social bonding. However, it remains unclear whether MORs are involved in the categorization and spontaneous mimicry of emotional facial expressions. Using a randomized, placebo-controlled, double-blind, between-subjects design, we investigated in 82 healthy female volunteers the effects of the specific MOR agonist morphine on the recognition accuracy of emotional faces (happiness, anger, fear), and on their facial mimicry (measured with electromyography). Frequentist statistics did not reveal any significant effects of drug administration on facial mimicry or emotion recognition abilities. However, post hoc Bayesian analyses provided support for an effect of morphine on facial mimicry of fearful facial expressions. Specifically, compared to placebo, morphine reduced mimicry of fear, as shown by lower activity of the frontalis muscle. Bayesian analyses also provided support for the absence of a drug effect on mimicry of happy and angry facial expressions, which were assessed with the zygomaticus major and corrugator supercilii muscles, as well as on emotion recognition accuracy. These findings suggest that MOR activity is involved in automatic facial responses to fearful stimuli, but not in their identification. Overall, the current results, together with the previously reported small effects of opioid compounds, suggest a relatively marginal role of the MOR system in emotion simulation and perception. Keywords: EMG; Emotion recognition; Facial mimicry; Mu-opioid system; Social affiliation.",,Y,,,
219,"Natalie Cook , Bristi Basu , Donna-Michelle Smith , Aarthi Gopinathan , Jeffry Evans , William P Steward , Daniel Palmer , David Propper , Balaji Venugopal , Mirela Hategan , D Alan Anthoney , Lisa V Hampson , Michael Nebozhyn , David Tuveson , Hayley Farmer-Hall , Helen Turner , Robert McLeod , Sarah Halford , Duncan Jodrell",2018 Mar 20;118(6):793-801.,A phase I trial of the ?-secretase inhibitor MK-0752 in combination with gemcitabine in patients with pancreatic ductal adenocarcinoma,29438372,https://pubmed.ncbi.nlm.nih.gov/29438372,"Abstract Background: The Notch pathway is frequently activated in cancer. Pathway inhibition by ?-secretase inhibitors has been shown to be effective in pre-clinical models of pancreatic cancer, in combination with gemcitabine. Methods: A multi-centre, non-randomised Bayesian adaptive design study of MK-0752, administered per os weekly, in combination with gemcitabine administered intravenously on days 1, 8 and 15 (28 day cycle) at 800 or 1000 mg m-2, was performed to determine the safety of combination treatment and the recommended phase 2 dose (RP2D). Secondary and tertiary objectives included tumour response, plasma and tumour MK-0752 concentration, and inhibition of the Notch pathway in hair follicles and tumour. Results: Overall, 44 eligible patients (performance status 0 or 1 with adequate organ function) received gemcitabine and MK-0752 as first or second line treatment for pancreatic cancer. RP2Ds of MK-0752 and gemcitabine as single agents could be combined safely. The Bayesian algorithm allowed further dose escalation, but pharmacokinetic analysis showed no increase in MK-0752 AUC (area under the curve) beyond 1800 mg once weekly. Tumour response evaluation was available in 19 patients; 13 achieved stable disease and 1 patient achieved a confirmed partial response. Conclusions: Gemcitabine and a ?-secretase inhibitor (MK-0752) can be combined at their full, single-agent RP2Ds.",,Y,,,
220,"Sofía S Villar , Jack Bowden , James Wason",2015;30(2):199-215.,Multi-armed Bandit Models for the Optimal Design of Clinical Trials: Benefits and Challenges,27158186,https://pubmed.ncbi.nlm.nih.gov/27158186,"Abstract Multi-armed bandit problems (MABPs) are a special type of optimal control problem well suited to model resource allocation under uncertainty in a wide variety of contexts. Since the first publication of the optimal solution of the classic MABP by a dynamic index rule, the bandit literature quickly diversified and emerged as an active research topic. Across this literature, the use of bandit models to optimally design clinical trials became a typical motivating application, yet little of the resulting theory has ever been used in the actual design and analysis of clinical trials. To this end, we review two MABP decision-theoretic approaches to the optimal allocation of treatments in a clinical trial: the infinite-horizon Bayesian Bernoulli MABP and the finite-horizon variant. These models possess distinct theoretical properties and lead to separate allocation rules in a clinical trial design context. We evaluate their performance compared to other allocation rules, including fixed randomization. Our results indicate that bandit approaches offer significant advantages, in terms of assigning more patients to better treatments, and severe limitations, in terms of their resulting statistical power. We propose a novel bandit-based patient allocation rule that overcomes the issue of low power, thus removing a potential barrier for their use in practice. Keywords: Gittins index; Multi-armed bandit; Whittle index; patient allocation; response adaptive procedures.",,Y,,,
221,"Mary Jane Geiger , Zachary Skrivanek, Brenda Gaydos, Jenny Chien, Scott Berry, Donald Berry",2012 Nov 1;6(6):1319-27.,"An adaptive, dose-finding, seamless phase 2/3 study of a long-acting glucagon-like peptide-1 analog (dulaglutide): trial design and baseline characteristics",23294776,https://pubmed.ncbi.nlm.nih.gov/23294776,"Abstract Dulaglutide (dula, LY2189265) is a once-weekly glucagon-like peptide-1 analog in development for the treatment of type 2 diabetes mellitus. An adaptive, dose-finding, inferentially seamless phase 2/3 study was designed to support the development of this novel diabetes therapeutic. The study is divided into two stages based on two randomization schemes: a Bayesian adaptive scheme (stage 1) and a fixed scheme (stage 2). Stage 1 of the trial employs an adaptive, dose-finding design to lead to a dula dose-selection decision or early study termination due to futility. If dose selection occurs, the study proceeds to stage 2 to allow continued evaluation of the selected dula doses. At completion, the entire study will serve as a confirmatory phase 3 trial. The final study design is discussed, along with specifics pertaining to the actual execution of this study and selected baseline characteristics of the participants.",,Y,,,
222,"Reynaldo Martina , Jos Houbiers , Joost Melis , Olivier van Till",2019 May;61(3):476-487.,A combined proof of concept and dose finding study with multiple endpoints: A Bayesian adaptive design in chronic prostatitis/chronic pelvic pain syndrome,30178528,https://pubmed.ncbi.nlm.nih.gov/30178528,"Abstract There is a need for identifying effective drugs or terminating ineffective drugs as early as possible to optimize efficient and cost effective drug development. The aim of the proposed trial was to simultaneously establish Proof of Concept (PoC) and dose finding (DF) for a new drug with a novel mode of action in a new indication. We simulated and executed an adaptive allocation design to investigate the effects of a drug on male patients suffering from chronic prostatitis/chronic pelvic pain syndrome (CP/CPPS). This manuscript describes the clinical trial simulations and primary analysis results. A Bayesian adaptive allocation procedure was employed to allocate patients to treatment using a normal dynamic linear model. The study was to stop early for efficacy if the probability of a clinically significant difference between an experimental arm and placebo was at least 90%. The study was to stop for futility if the probability that the maximum effective dose was better than placebo by at least the futility difference was less than 20%. During the execution phase the study was stopped early, that is 32% less than planned maximum sample size, due to futility. The final results confirmed that the predefined stopping rules were met. In conclusion, the simulations showed that, if the drug was effective, this adaptive design could accomplish both the goals of PoC and DF. However, the study stopped early for futility in line with the simulation predictions for stopping. This resulted in the early stopping of a trial recruiting patients on ineffective treatment. Trial registration: ClinicalTrials.gov NCT01391338. Keywords: Bayesian adaptive allocation; dose finding; normal dynamic linear model; proof of concept; stopping rules.",NCT01391338,Y,,,
223,"Elias Jabbour , Nicholas J Short , Guillermo Montalban-Bravo , Xuelin Huang , Carlos Bueso-Ramos , Wei Qiao , Hui Yang , Chong Zhao , Tapan Kadia , Gautam Borthakur , Naveen Pemmaraju , Koji Sasaki , Zeev Estrov , Jorge Cortes , Farhad Ravandi , Yesid Alvarado , Rami Komrokji , Mikkael A Sekeres , David P Steensma , Amy DeZern , Gail Roboz , Hagop Kantarjian , Guillermo Garcia-Manero",2017 Sep 28;130(13):1514-1522.,Randomized phase 2 study of low-dose decitabine vs low-dose azacitidine in lower-risk MDS and MDS/MPN,28774880,https://pubmed.ncbi.nlm.nih.gov/28774880,"Abstract Hypomethylating agents (HMAs) improve survival in patients with higher-risk myelodysplastic syndromes (MDS) but are less well-studied in lower-risk disease. We compared the safety and efficacy of low-dose decitabine vs low-dose azacitidine in this group of patients. Adults with low- or intermediate 1-risk MDS or MDS/myeloproliferative neoplasm (MPN), including chronic myelomonocytic leukemia, according to the International Prognostic Scoring System, were randomly assigned using a Bayesian adaptive design to receive either azacitidine 75 mg/m2 intravenously/subcutaneously daily or decitabine 20 mg/m2 intravenously daily for 3 consecutive days on a 28-day cycle. The primary outcome was overall response rate (ORR). Between November 2012 and February 2016, 113 patients were treated: 40 (35%) with azacitidine and 73 (65%) with decitabine. The median age was 70 years; 81% of patients were intermediate 1-risk patients. The median number of cycles received was 9. The ORRs were 70% and 49% (P = .03) for patients treated with decitabine and azacitidine, respectively. Thirty-two percent of patients treated with decitabine became transfusion independent compared with 16% of patients treated with azacitidine (P = .2). Cytogenetic response rates were 61% and 25% (P = .02), respectively. With a median follow-up of 20 months, the overall median event-free survival was 18 months: 20 and 13 months for patients treated with decitabine and azacitidine, respectively (P = .1). Treatment was well tolerated, with a 6-week mortality rate of 0%. The use of low-dose HMAs is safe and effective in patients with lower-risk MDS and MDS/MPN. Their effect on the natural history of lower-risk disease needs to be further studied. This trial was registered at clinicaltrials.gov (identifier NCT01720225).",NCT01720225,Y,,,
224,"Robert A Lenz , Yili L Pritchett, Scott M Berry, Daniel A Llano, Shu Han, Donald A Berry, Carl H Sadowsky, Walid M Abi-Saab, Mario D Saltarelli",2015 Jul-Sep;29(3):192-9.,"Adaptive, dose-finding phase 2 trial evaluating the safety and efficacy of ABT-089 in mild to moderate Alzheimer disease",25973909,https://pubmed.ncbi.nlm.nih.gov/25973909,"Abstract ABT-089, an ?4?2 neuronal nicotinic receptor partial agonist, was evaluated for efficacy and safety in mild to moderate Alzheimer disease patients receiving stable doses of acetylcholinesterase inhibitors. This phase 2 double-blind, placebo-controlled, proof-of-concept, and dose-finding study adaptively randomized patients to receive ABT-089 (5, 10, 15, 20, 30, or 35 mg once daily) or placebo for 12 weeks. The primary efficacy endpoint was the Alzheimer's Disease Assessment Scale, cognition subscale (ADAS-Cog) total score. A Bayesian response-adaptive randomization algorithm dynamically assigned allocation probabilities based on interim ADAS-Cog total scores. A normal dynamic linear model for dose-response relationships and a longitudinal model for predicting final ADAS-cog score were employed in the algorithm. Stopping criteria for futility or success were defined. The futility stopping criterion was met, terminating the study with 337 patients randomized. No dose-response relationship was observed and no dose demonstrated statistically significant improvement over placebo on ADAS-Cog or any secondary endpoint. ABT-089 was well tolerated at all dose levels. When administered as adjunctive therapy to acetylcholinesterase inhibitors, ABT-089 was not efficacious in mild to moderate Alzheimer disease. The adaptive study design enabled the examination of a broad dose range, enabled rapid determination of futility, and reduced patient exposure to nonefficacious doses of the investigational compound. Trial registration: ClinicalTrials.gov NCT00555204.",,Y,,,
225,"Andrew J King , Lisa Higgins , Carly Au , Salim Malakouti , Edvin Music , Kyle Kalchthaler , Gilles Clermont , William Garrard , David T Huang , Bryan J McVerry , Christopher W Seymour , Kelsey Linstrum , Amanda McNamara , Cameron Green , India Loar , Tracey Roberts , Oscar Marroquin , Derek C Angus , Christopher M Horvat",2024 May 31:2024:276-284.,Automatic Population of the Case Report Forms for an International Multifactorial Adaptive Platform Trial Amid the COVID-19 Pandemic,38827056,https://pubmed.ncbi.nlm.nih.gov/38827056,"Abstract Objectives: To automatically populate the case report forms (CRFs) for an international, pragmatic, multifactorial, response-adaptive, Bayesian COVID-19 platform trial. Methods: The locations of focus included 27 hospitals and 2 large electronic health record (EHR) instances (1 Cerner Millennium and 1 Epic) that are part of the same health system in the United States. This paper describes our efforts to use EHR data to automatically populate four of the trial's forms: baseline, daily, discharge, and response-adaptive randomization. Results: Between April 2020 and May 2022, 417 patients from the UPMC health system were enrolled in the trial. A MySQL-based extract, transform, and load pipeline automatically populated 499 of 526 CRF variables. The populated forms were statistically and manually reviewed and then reported to the trial's international data coordinating center. Conclusions: We accomplished automatic population of CRFs in a large platform trial and made recommendations for improving this process for future trials.",,Y,,,
226,"Jamie L Bigelow , David B Dunson",2009;104(485):26-36.,Bayesian semiparametric joint models for functional predictors,32523237,https://pubmed.ncbi.nlm.nih.gov/32523237,"Abstract Motivated by the need to understand and predict early pregnancy loss using hormonal indicators of pregnancy health, this paper proposes a semiparametric Bayes approach for assessing the relationship between functional predictors and a response. A multivariate adaptive spline model is used to describe the functional predictors, and a generalized linear model with a random intercept describes the response. Through specifying the random intercept to follow a Dirichlet process jointly with the random spline coefficients, we obtain a procedure that clusters trajectories according to shape and according to the parameters of the response model for each cluster. This very flexible method allows for the incorporation of covariates in the models for both the response and the trajectory. We apply the method to post-ovulatory progesterone data from the Early Pregnancy Study and find that the model successfully predicts early pregnancy loss. Keywords: Bayesian clustering; Dirichlet process; Early pregnancy loss; Functional predictor; Joint modeling; Progesterone.",,Y,,,
227,"Louis Jacob , Maria Uvarova , Sandrine Boulet , Inva Begaj , Sylvie Chevret",2016 Jun 2:16:67.,Evaluation of a multi-arm multi-stage Bayesian design for phase II drug selection trials - an example in hemato-oncology,27250349,https://pubmed.ncbi.nlm.nih.gov/27250349,"Abstract Background: Multi-Arm Multi-Stage designs aim at comparing several new treatments to a common reference, in order to select or drop any treatment arm to move forward when such evidence already exists based on interim analyses. We redesigned a Bayesian adaptive design initially proposed for dose-finding, focusing our interest in the comparison of multiple experimental drugs to a control on a binary criterion measure. Methods: We redesigned a phase II clinical trial that randomly allocates patients across three (one control and two experimental) treatment arms to assess dropping decision rules. We were interested in dropping any arm due to futility, either based on historical control rate (first rule) or comparison across arms (second rule), and in stopping experimental arm due to its ability to reach a sufficient response rate (third rule), using the difference of response probabilities in Bayes binomial trials between the treated and control as a measure of treatment benefit. Simulations were then conducted to investigate the decision operating characteristics under a variety of plausible scenarios, as a function of the decision thresholds. Results: Our findings suggest that one experimental treatment was less efficient than the control and could have been dropped from the trial based on a sample of approximately 20 instead of 40 patients. In the simulation study, stopping decisions were reached sooner for the first rule than for the second rule, with close mean estimates of response rates and small bias. According to the decision threshold, the mean sample size to detect the required 0.15 absolute benefit ranged from 63 to 70 (rule 3) with false negative rates of less than 2 % (rule 1) up to 6 % (rule 2). In contrast, detecting a 0.15 inferiority in response rates required a sample size ranging on average from 23 to 35 (rules 1 and 2, respectively) with a false positive rate ranging from 3.6 to 0.6 % (rule 3). Conclusion: Adaptive trial design is a good way to improve clinical trials. It allows removing ineffective drugs and reducing the trial sample size, while maintaining unbiased estimates. Decision thresholds can be set according to predefined fixed error decision rates. Trial registration: ClinicalTrials.gov Identifier: NCT01342692 . Keywords: Adaptive design; Bayesian; Drop/select drug; MAMS.",,Y,,,
228,"Xiaqing Huang , Byron J Gajewski",2020 Jul 20;20(1):194.,Comparison of hierarchical EMAX and NDLM models in dose-response for early phase clinical trials,32690004,https://pubmed.ncbi.nlm.nih.gov/32690004,"Abstract Background: Phase II clinical trials primarily aim to find the optimal dose and investigate the relationship between dose and efficacy relative to standard of care (control). Therefore, before moving forward to a phase III confirmatory trial, the most effective dose is needed to be identified. Methods: The primary endpoint of a phase II trial is typically a binary endpoint of success or failure. The EMAX model, ubiquitous in pharmacology research, was fit for many compounds and described the data well, except for a single compound, which had nonmonotone dose-response (Thomas et al., Stat Biopharmaceutical Res. 6:302-317 2014). To mitigate the risk of nonmonotone dose response one of the alternative options is a Bayesian hierarchical EMAX model (Gajewski et al., Stat Med. 38:3123-3138 2019). The hierarchical EMAX adapts to its environment. Results: When the dose-response curve is monotonic it enjoys the efficiency of EMAX. When the dose-response curve is non-monotonic the additional random effect hyperprior makes the hierarchical EMAX model more adjustable and flexible. However, the normal dynamic linear model (NDLM) is a useful model to explore dose-response relationships in that the efficacy at the current dose depends on the efficacy of the previous dose(s). Previous research has compared the EMAX to the hierarchical EMAX (Gajewski et al., Stat Med. 38:3123-3138 2019) and the EMAX to the NDLM (Liu et al., BMC Med Res Method 17:149 2017), however, the hierarchical EMAX has not been directly compared to the NDLM. Conclusions: The focus of this paper is to compare these models and discuss the relative merit for each of their uses for an ongoing early phase dose selection study. Keywords: Bayesian models; Dosing design; Flexible models; Logistic models; Predicting phase III.",,Y,,,
229,"K A Polse , A D Graham, R E Fusaro, C M Gan, R K Rivera, J S Chan, N A McNamara, T S Sanders",1999 Jul;25(3):152-8.,Predicting RGP daily wear success,10444051,https://pubmed.ncbi.nlm.nih.gov/10444051,"Abstract Purpose: While most clinicians agree that fitting of rigid gas permeable (RGP) lenses is the preferred treatment strategy for some types of patients, many patients have difficulty adapting to full-time daily wear of these lenses. The Contact Lens Extended Wear Study (CLEWS) is a randomized, controlled clinical trial in which subjects are first adapted to full-time RGP daily wear prior to randomization to either high or medium oxygen transmissibility (Dk/L) RGP lenses for 12 months of extended wear. The CLEWS pre-randomization data provide an opportunity to examine the reasons some patients fail to adapt to RGP daily wear and to determine whether a patient's demographic, historical, and ocular characteristics can be used to predict RGP daily wear success. Methods: From 1,809 individuals who expressed interest in RGP lenses, 411 subjects passed the CLEWS screening criteria and were fit with high Dk lenses (mean Dk = 92 x 10(-11) [cm2/sec][mL 02/mL x mmHg]). The fitting strategy included minimum apical alignment, lid attachment, centration, and average lens diameters of 9.2 mm. Success was defined as a minimum of 14 hours per day without adverse ocular responses that would contraindicate either full-day daily wear or extended wear. Results: Of the 411 subjects, 286 (69.6%) were successful with RGP extended wear. Among the 125 failures, 50 were based on clinician findings (e.g., cornea, vision, compliance), while 75 subjects chose to discontinue wear because of unacceptable comfort or poor vision. Multivariate linear logistic regression modeling shows that younger patients with greater corneal curvature (K) and less predicted residual astigmatism have a higher probability of RGP daily wear success. Conclusions: Our study showed that RGP lenses can be fit with a relatively high rate of success and that many of those patients who elect to discontinue RGP daily wear report unacceptable comfort as the primary reason. We propose a Bayesian statistical method that will assist clinicians in selecting those candidates for RGP daily wear who are most likely to adapt successfully.",,Y,,,
230,"Fang Fang , Kimberly A Hochstedler , Roy N Tamura , Thomas M Braun , Kelley M Kidwell",2021 Feb 20;40(4):963-977.,"Bayesian methods to compare dose levels with placebo in a small n, sequential, multiple assignment, randomized trial",33216360,https://pubmed.ncbi.nlm.nih.gov/33216360,"Abstract Clinical trials studying treatments for rare diseases are challenging to design and conduct due to the limited number of patients eligible for the trial. One design used to address this challenge is the small n, sequential, multiple assignment, randomized trial (snSMART). We propose a new snSMART design that investigates the response rates of a drug tested at a low and high dose compared with placebo. Patients are randomized to an initial treatment (stage 1). In stage 2, patients are rerandomized, depending on their initial treatment and their response to that treatment in stage 1, to either the same or a different dose of treatment. Data from both stages are used to determine the efficacy of the active treatment. We present a Bayesian approach where information is borrowed between stage 1 and stage 2. We compare our approach to standard methods using only stage 1 data and a log-linear Poisson model that uses data from both stages where parameters are estimated using generalized estimating equations. We observe that the Bayesian method has smaller root-mean-square-error and 95% credible interval widths than standard methods in the tested scenarios. We conclude that it is advantageous to utilize data from both stages for a primary efficacy analysis and that the specific snSMART design shown here can be used in the registration of a drug for the treatment of rare diseases. Keywords: adaptive randomization; clinical trial; repeated measures.",,Y,,,
231,"Anna Heath , Juan David Rios , Eleanor Pullenayegum , Petros Pechlivanoglou , Martin Offringa , Maryna Yaskina , Rick Watts , Shana Rimmer , Terry P Klassen , Kamary Coriolano , Naveen Poonai ; PERC-KIDSCAN Ketodex Study Group",2021 Jan 6;22(1):15.,"The intranasal dexmedetomidine plus ketamine for procedural sedation in children, adaptive randomized controlled non-inferiority multicenter trial (Ketodex): a statistical analysis plan",33407719,https://pubmed.ncbi.nlm.nih.gov/33407719,"Abstract Background: Procedural sedation and analgesia (PSA) is frequently required to perform closed reductions for fractures and dislocations in children. Intravenous (IV) ketamine is the most commonly used sedative agent for closed reductions. However, as children find IV insertion a distressing and painful procedure, there is need to identify a feasible alternative route of administration. There is evidence that a combination of dexmedetomidine and ketamine (ketodex), administered intranasally (IN), could provide adequate sedation for closed reductions while avoiding the need for IV insertion. However, there is uncertainty about the optimal combination dose for the two agents and whether it can provide adequate sedation for closed reductions. The Intranasal Dexmedetomidine Plus Ketamine for Procedural Sedation (Ketodex) study is a Bayesian phase II/III, non-inferiority trial in children undergoing PSA for closed reductions that aims to address both these research questions. This article presents in detail the statistical analysis plan for the Ketodex trial and was submitted before the outcomes of the trial were available for analysis. Methods/design: The Ketodex trial is a multicenter, four-armed, randomized, double-dummy controlled, Bayesian response adaptive dose finding, non-inferiority, phase II/III trial designed to determine (i) whether IN ketodex is non-inferior to IV ketamine for adequate sedation in children undergoing a closed reduction of a fracture or dislocation in a pediatric emergency department and (ii) the combination dose for IN ketodex that provides optimal sedation. Adequate sedation will be primarily measured using the Pediatric Sedation State Scale. As secondary outcomes, the Ketodex trial will compare the length of stay in the emergency department, time to wakening, and adverse events between study arms. Discussion: The Ketodex trial will provide evidence on the optimal dose for, and effectiveness of, IN ketodex as an alternative to IV ketamine providing sedation for patients undergoing a closed reduction. The data from the Ketodex trial will be analyzed from a Bayesian perspective according to this statistical analysis plan. This will reduce the risk of producing data-driven results introducing bias in our reported outcomes. Trial registration: ClinicalTrials.gov NCT04195256 . Registered on December 11, 2019. Keywords: Bayesian adaptive design; Intranasal ketodex; Non-inferiority trial; Pediatric closed reduction; Procedural sedation and analgesia; Statistical analysis plan.",NCT04195256,Y,,,
